COUNTRY.UN_CODE,SPECIES.ALPHA_3_CODE,AREA.CODE,PRODUCTION_SOURCE_DET.CODE,MEASURE,PERIOD,VALUE,STATUS,UN_Code,Country_Name,Continent_Group_En,EcoClass_Group_En,GeoRegion_Group_En,3A_Code,Identifier,Seaweed_Name,Scientific_Name,CPC_Class_En
16,SWR,77,CAPTURE,Q_tlw,2021,0.001,A,16,American Samoa,Oceania,High-income countries,Polynesia,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
16,SWR,77,CAPTURE,Q_tlw,2022,0.003,A,16,American Samoa,Oceania,High-income countries,Polynesia,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1961,2000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1962,1800,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1963,1700,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1964,1700,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1965,5000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1966,1600,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1967,3100,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1968,1700,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1969,2200,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1970,2200,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1971,600,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1972,1200,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1973,1700,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1974,1900,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1975,1324,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1976,722,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1977,2102,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1978,1626,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1979,326,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1980,455,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1981,340,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1982,796,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1983,957,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1984,521,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1985,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1986,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1987,2,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1988,3,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1989,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1990,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1991,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1992,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1993,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1994,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1995,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1996,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1997,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1998,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,1999,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2000,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2001,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2002,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2003,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2004,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2005,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2006,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2007,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2008,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2009,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2010,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2011,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2012,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2013,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2014,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2015,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2016,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2017,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2018,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2019,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2020,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2021,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWB,41,CAPTURE,Q_tlw,2022,0,A,32,Argentina,Americas,Upper-middle income countries,South America,SWB,3628,Brown algae,Phaeophyceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1985,283,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1986,88,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1987,17,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1988,186,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1989,157,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1990,76,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1991,16,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1992,9,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1993,57,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1994,52,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1995,102,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1996,110,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1997,40,A,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1998,40,I,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GQO,41,CAPTURE,Q_tlw,1999,40,I,32,Argentina,Americas,Upper-middle income countries,South America,GQO,3631,Giant kelps NEI,Macrocystis spp,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1950,1000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1951,1000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1952,1000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1953,1000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1954,1000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1955,1000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1956,2000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1957,2000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1958,2000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1959,3000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1960,4000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1961,8100,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1962,7200,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1963,6600,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1964,8600,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1965,14800,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1966,27900,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1967,29600,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1968,22800,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1969,19300,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1970,20400,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1971,21000,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1972,19200,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1973,21400,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1974,17500,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1975,16728,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1976,14946,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1977,20743,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1978,21530,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1979,14972,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1980,14284,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1981,12891,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1982,12276,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1983,10740,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1984,7001,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1985,12584,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1986,5,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1987,1,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1988,5,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1989,4,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1990,1,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1991,3,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1992,4,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1993,3,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1994,3,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1995,3,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1996,5,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1997,2,A,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1998,2,I,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,SWR,41,CAPTURE,Q_tlw,1999,2,I,32,Argentina,Americas,Upper-middle income countries,South America,SWR,3634,Red algae,Rhodophyta,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
32,GHG,41,CAPTURE,Q_tlw,1985,27,A,32,Argentina,Americas,Upper-middle income countries,South America,GHG,19407,Gigartina seaweeds NEI,Gigartinaceae,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
